team_name,team,mascot,league,resource,resource_path
Sul Ross St Lobos,Sul Ross St ,Lobos,ncaab, team://ncaa_basketball/sul_ross_st_lobos,/ncaa_basketball/sul_ross_st_lobos
SUNY Geneseo Blue Knights,SUNY Geneseo Blue Knights,SUNY Geneseo Blue Knights,ncaab, team://ncaa_basketball/suny_geneseo_blue_knights,/ncaa_basketball/suny_geneseo_blue_knights
SUNY New Paltz Hawks,SUNY New Paltz Hawks,SUNY New Paltz Hawks,ncaab, team://ncaa_basketball/suny_new_paltz_hawks,/ncaa_basketball/suny_new_paltz_hawks
SUNY Potsdam Bears,SUNY Potsdam Bears,SUNY Potsdam Bears,ncaab, team://ncaa_basketball/suny_potsdam_bears,/ncaa_basketball/suny_potsdam_bears
Susquehanna Crusaders,Susquehanna,Crusaders,ncaab, team://ncaa_basketball/susquehanna_crusaders,/ncaa_basketball/susquehanna_crusaders
SW Adventist Knights,SW Adventist Knights,SW Adventist Knights,ncaab, team://ncaa_basketball/sw_adventist_knights,/ncaa_basketball/sw_adventist_knights
Swarthmore Garnet,Swarthmore,Garnet,ncaab, team://ncaa_basketball/swarthmore_garnet,/ncaa_basketball/swarthmore_garnet
SW Assembly of God Lions,SW Assembly of God Lions,SW Assembly of God Lions,ncaab, team://ncaa_basketball/sw_assembly_of_god_lions,/ncaa_basketball/sw_assembly_of_god_lions
SW Oklahoma St Bulldogs,SW Oklahoma St ,Bulldogs,ncaab, team://ncaa_basketball/sw_oklahoma_st_bulldogs,/ncaa_basketball/sw_oklahoma_st_bulldogs
SW University TX Pirates,SW University TX Pirates,SW University TX Pirates,ncaab, team://ncaa_basketball/sw_university_tx_pirates,/ncaa_basketball/sw_university_tx_pirates
Syracuse Orange,Syracuse,Orange,ncaab, team://ncaa_basketball/syracuse_orange,/ncaa_basketball/syracuse_orange
Tabor Bluejays,Tabor,Bluejays,ncaab, team://ncaa_basketball/tabor_bluejays,/ncaa_basketball/tabor_bluejays
Talladega Tornadoes,Talladega,Tornadoes,ncaab, team://ncaa_basketball/talladega_tornadoes,/ncaa_basketball/talladega_tornadoes
Tampa Spartans,Tampa,Spartans,ncaab, team://ncaa_basketball/tampa_spartans,/ncaa_basketball/tampa_spartans
Tarleton St Texans,Tarleton St ,Texans,ncaab, team://ncaa_basketball/tarleton_st_texans,/ncaa_basketball/tarleton_st_texans
Taylor Trojans,Taylor,Trojans,ncaab, team://ncaa_basketball/taylor_trojans,/ncaa_basketball/taylor_trojans
TCU Horned Frogs,TCU ,Horned Frogs,ncaab, team://ncaa_basketball/tcu_horned_frogs,/ncaa_basketball/tcu_horned_frogs
Temple Owls,Temple,Owls,ncaab, team://ncaa_basketball/temple_owls,/ncaa_basketball/temple_owls
Tennessee St Tigers,Tennessee St ,Tigers,ncaab, team://ncaa_basketball/tennessee_st_tigers,/ncaa_basketball/tennessee_st_tigers
Tennessee Tech Golden Eagles,Tennessee Tech Golden Eagles,Tennessee Tech Golden Eagles,ncaab, team://ncaa_basketball/tennessee_tech_golden_eagles,/ncaa_basketball/tennessee_tech_golden_eagles
Tennessee Temple Crusaders,Tennessee Temple Crusaders,Tennessee Temple Crusaders,ncaab, team://ncaa_basketball/tennessee_temple_crusaders,/ncaa_basketball/tennessee_temple_crusaders
Tennessee Volunteers,Tennessee,Volunteers,ncaab, team://ncaa_basketball/tennessee_volunteers,/ncaa_basketball/tennessee_volunteers
Tennessee Wesleyan Bulldogs,Tennessee Wesleyan Bulldogs,Tennessee Wesleyan Bulldogs,ncaab, team://ncaa_basketball/tennessee_wesleyan_bulldogs,/ncaa_basketball/tennessee_wesleyan_bulldogs
Texas A&M Aggies,Texas A&M ,Aggies,ncaab, team://ncaa_basketball/texas_am_aggies,/ncaa_basketball/texas_am_aggies
Texas A&M-Commerce Lions,Texas A&M-Commerce ,Lions,ncaab, team://ncaa_basketball/texas_am_commerce_lions,/ncaa_basketball/texas_am_commerce_lions
Texas A&M-Corpus Christi Islanders,Texas A&M-Corpus Christi ,Islanders,ncaab, team://ncaa_basketball/texas_am_corpus_christi_islanders,/ncaa_basketball/texas_am_corpus_christi_islanders
Texas A&M International Dustdevils,Texas A&M International ,Dustdevils,ncaab, team://ncaa_basketball/texas_am_international_dustdevils,/ncaa_basketball/texas_am_international_dustdevils
Texas A&M Kingsville Javelinas,Texas A&M Kingsville ,Javelinas,ncaab, team://ncaa_basketball/texas_am_kingsville_javelinas,/ncaa_basketball/texas_am_kingsville_javelinas
Texas Arlington,Texas,Arlington,ncaab, team://ncaa_basketball/texas_arlington,/ncaa_basketball/texas_arlington
Texas Arlington Mavericks,Texas Arlington ,Mavericks,ncaab, team://ncaa_basketball/texas_arlington_mavericks,/ncaa_basketball/texas_arlington_mavericks
Texas College Steers,Texas College Steers,Texas College Steers,ncaab, team://ncaa_basketball/texas_college_steers,/ncaa_basketball/texas_college_steers
Texas-Dallas Comets,Texas-Dallas Comets,Texas-Dallas Comets,ncaab, team://ncaa_basketball/texas_dallas_comets,/ncaa_basketball/texas_dallas_comets
Texas Longhorns,Texas,Longhorns,ncaab, team://ncaa_basketball/texas_longhorns,/ncaa_basketball/texas_longhorns
Texas Lutheran Bulldogs,Texas Lutheran Bulldogs,Texas Lutheran Bulldogs,ncaab, team://ncaa_basketball/texas_lutheran_bulldogs,/ncaa_basketball/texas_lutheran_bulldogs
Texas-Pan American Broncs,Texas-Pan American Broncs,Texas-Pan American Broncs,ncaab, team://ncaa_basketball/texas_pan_american_broncs,/ncaa_basketball/texas_pan_american_broncs
Texas Permian Basn Falcons,Texas Permian Basn Falcons,Texas Permian Basn Falcons,ncaab, team://ncaa_basketball/texas_permian_basn_falcons,/ncaa_basketball/texas_permian_basn_falcons
Texas Southern Tigers,Texas Southern ,Tigers,ncaab, team://ncaa_basketball/texas_southern_tigers,/ncaa_basketball/texas_southern_tigers
Texas State Bobcats,Texas State ,Bobcats,ncaab, team://ncaa_basketball/texas_state_bobcats,/ncaa_basketball/texas_state_bobcats
Texas Tech Red Raiders,Texas Tech ,Red Raiders,ncaab, team://ncaa_basketball/texas_tech_red_raiders,/ncaa_basketball/texas_tech_red_raiders
Texas-Tyler Patriots,Texas-Tyler Patriots,Texas-Tyler Patriots,ncaab, team://ncaa_basketball/texas_tyler_patriots,/ncaa_basketball/texas_tyler_patriots
Texas Wesleyan,Texas,Wesleyan,ncaab, team://ncaa_basketball/texas_wesleyan,/ncaa_basketball/texas_wesleyan
The Citadel Bulldogs,The Citadel Bulldogs,The Citadel Bulldogs,ncaab, team://ncaa_basketball/the_citadel_bulldogs,/ncaa_basketball/the_citadel_bulldogs
Thiel College Tomcats,Thiel College Tomcats,Thiel College Tomcats,ncaab, team://ncaa_basketball/thiel_college_tomcats,/ncaa_basketball/thiel_college_tomcats
Thomas College Nighthawks,Thomas College Nighthawks,Thomas College Nighthawks,ncaab, team://ncaa_basketball/thomas_college_nighthawks,/ncaa_basketball/thomas_college_nighthawks
Thomas More Saints,Thomas More Saints,Thomas More Saints,ncaab, team://ncaa_basketball/thomas_more_saints,/ncaa_basketball/thomas_more_saints
Tiffin Dragons,Tiffin,Dragons,ncaab, team://ncaa_basketball/tiffin_dragons,/ncaa_basketball/tiffin_dragons
Toccoa Falls Eagles,Toccoa Falls Eagles,Toccoa Falls Eagles,ncaab, team://ncaa_basketball/toccoa_falls_eagles,/ncaa_basketball/toccoa_falls_eagles
Toledo Rockets,Toledo,Rockets,ncaab, team://ncaa_basketball/toledo_rockets,/ncaa_basketball/toledo_rockets
Tougaloo Bulldogs,Tougaloo,Bulldogs,ncaab, team://ncaa_basketball/tougaloo_bulldogs,/ncaa_basketball/tougaloo_bulldogs
Towson Tigers,Towson,Tigers,ncaab, team://ncaa_basketball/towson_tigers,/ncaa_basketball/towson_tigers
Transylvania,Transylvania,Transylvania,ncaab, team://ncaa_basketball/transylvania,/ncaa_basketball/transylvania
Trevecca Nazarene Trojans,Trevecca Nazarene Trojans,Trevecca Nazarene Trojans,ncaab, team://ncaa_basketball/trevecca_nazarene_trojans,/ncaa_basketball/trevecca_nazarene_trojans
Trinity Bible Lions,Trinity Bible Lions,Trinity Bible Lions,ncaab, team://ncaa_basketball/trinity_bible_lions,/ncaa_basketball/trinity_bible_lions
Trinity CT Bantams,Trinity CT Bantams,Trinity CT Bantams,ncaab, team://ncaa_basketball/trinity_ct_bantams,/ncaa_basketball/trinity_ct_bantams
Trinity IL Trojans,Trinity IL Trojans,Trinity IL Trojans,ncaab, team://ncaa_basketball/trinity_il_trojans,/ncaa_basketball/trinity_il_trojans
Trinity International Warriors,Trinity International Warriors,Trinity International Warriors,ncaab, team://ncaa_basketball/trinity_international_warriors,/ncaa_basketball/trinity_international_warriors
Trinity Texas Tigers,Trinity Texas Tigers,Trinity Texas Tigers,ncaab, team://ncaa_basketball/trinity_texas_tigers,/ncaa_basketball/trinity_texas_tigers
Tri-State Thunder,Tri-State Thunder,Tri-State Thunder,ncaab, team://ncaa_basketball/tri_state_thunder,/ncaa_basketball/tri_state_thunder
Troy Trojans,Troy,Trojans,ncaab, team://ncaa_basketball/troy_trojans,/ncaa_basketball/troy_trojans
Truman St Bulldogs,Truman St ,Bulldogs,ncaab, team://ncaa_basketball/truman_st_bulldogs,/ncaa_basketball/truman_st_bulldogs
Tufts Jumbos,Tufts,Jumbos,ncaab, team://ncaa_basketball/tufts_jumbos,/ncaa_basketball/tufts_jumbos
Tulane Green Wave,Tulane Green Wave,Tulane Green Wave,ncaab, team://ncaa_basketball/tulane_green_wave,/ncaa_basketball/tulane_green_wave
Tulsa Golden Hurricane,Tulsa ,Golden Hurricane,ncaab, team://ncaa_basketball/tulsa_golden_hurricane,/ncaa_basketball/tulsa_golden_hurricane
Tusculum Pioneers,Tusculum,Pioneers,ncaab, team://ncaa_basketball/tusculum_pioneers,/ncaa_basketball/tusculum_pioneers
Tuskegee Golden Tigers,Tuskegee ,Golden Tigers,ncaab, team://ncaa_basketball/tuskegee_golden_tigers,/ncaa_basketball/tuskegee_golden_tigers
UAB Blazers,UAB,Blazers,ncaab, team://ncaa_basketball/uab_blazers,/ncaa_basketball/uab_blazers
UALR,UALR,UALR,ncaab, team://ncaa_basketball/ualr,/ncaa_basketball/ualr
UC Davis Aggies,UC Davis Aggies,UC Davis Aggies,ncaab, team://ncaa_basketball/uc_davis_aggies,/ncaa_basketball/uc_davis_aggies
UCF Knights,UCF,Knights,ncaab, team://ncaa_basketball/ucf_knights,/ncaa_basketball/ucf_knights
UC Irvine Anteaters,UC Irvine Anteaters,UC Irvine Anteaters,ncaab, team://ncaa_basketball/uc_irvine_anteaters,/ncaa_basketball/uc_irvine_anteaters
UCLA Bruins,UCLA,Bruins,ncaab, team://ncaa_basketball/ucla_bruins,/ncaa_basketball/ucla_bruins
UC Riverside Highlanders,UC Riverside Highlanders,UC Riverside Highlanders,ncaab, team://ncaa_basketball/uc_riverside_highlanders,/ncaa_basketball/uc_riverside_highlanders
UC San Diego Tritons,UC San Diego Tritons,UC San Diego Tritons,ncaab, team://ncaa_basketball/uc_san_diego_tritons,/ncaa_basketball/uc_san_diego_tritons
UC Santa Barbara Gauchos,UC Santa Barbara Gauchos,UC Santa Barbara Gauchos,ncaab, team://ncaa_basketball/uc_santa_barbara_gauchos,/ncaa_basketball/uc_santa_barbara_gauchos
UC Santa Cruz Banana Slugs,UC Santa Cruz Banana Slugs,UC Santa Cruz Banana Slugs,ncaab, team://ncaa_basketball/uc_santa_cruz_banana_slugs,/ncaa_basketball/uc_santa_cruz_banana_slugs
UMBC Retrievers,UMBC,Retrievers,ncaab, team://ncaa_basketball/umbc_retrievers,/ncaa_basketball/umbc_retrievers
UNC Asheville Bulldogs,UNC Asheville Bulldogs,UNC Asheville Bulldogs,ncaab, team://ncaa_basketball/unc_asheville_bulldogs,/ncaa_basketball/unc_asheville_bulldogs
UNC Greensboro Spartans,UNC Greensboro Spartans,UNC Greensboro Spartans,ncaab, team://ncaa_basketball/unc_greensboro_spartans,/ncaa_basketball/unc_greensboro_spartans
UNC Wilmington Seahawks,UNC Wilmington Seahawks,UNC Wilmington Seahawks,ncaab, team://ncaa_basketball/unc_wilmington_seahawks,/ncaa_basketball/unc_wilmington_seahawks
Union KY Bulldogs,Union KY Bulldogs,Union KY Bulldogs,ncaab, team://ncaa_basketball/union_ky_bulldogs,/ncaa_basketball/union_ky_bulldogs
Union NY Dutchmen,Union NY Dutchmen,Union NY Dutchmen,ncaab, team://ncaa_basketball/union_ny_dutchmen,/ncaa_basketball/union_ny_dutchmen
Union TN Bulldogs,Union TN Bulldogs,Union TN Bulldogs,ncaab, team://ncaa_basketball/union_tn_bulldogs,/ncaa_basketball/union_tn_bulldogs
University of Louisiana,University of Louisiana,University of Louisiana,ncaab, Lafayette Ragin' Cajuns,Lafayette Ragin' Cajuns
University of Louisiana-Monroe Warhawks,University of Louisiana-Monroe ,Warhawks,ncaab, team://ncaa_basketball/university_of_louisiana_monroe_warhawks,/ncaa_basketball/university_of_louisiana_monroe_warhawks
University of Maryland-Eastern Shore Hawks,University of Maryland-Eastern Shore Hawks,University of Maryland-Eastern Shore Hawks,ncaab, team://ncaa_basketball/university_of_maryland_eastern_shore_hawks,/ncaa_basketball/university_of_maryland_eastern_shore_hawks
University of Massachusetts-Boston Beacons,University of Massachusetts-Boston ,Beacons,ncaab, team://ncaa_basketball/university_of_massachusetts_boston_beacons,/ncaa_basketball/university_of_massachusetts_boston_beacons
University of Missouri-Kansas City Kangaroos,University of Missouri-Kansas City ,Kangaroos,ncaab, team://ncaa_basketball/university_of_missouri_kansas_city_kangaroos,/ncaa_basketball/university_of_missouri_kansas_city_kangaroos
University of Puerto Rico at Bayamon,University of Puerto Rico at Bayamon,University of Puerto Rico at Bayamon,ncaab, team://ncaa_basketball/university_of_puerto_rico_at_bayamon,/ncaa_basketball/university_of_puerto_rico_at_bayamon
University of Puerto Rico at Mayaguez,University of Puerto Rico at Mayaguez,University of Puerto Rico at Mayaguez,ncaab, team://ncaa_basketball/university_of_puerto_rico_at_mayaguez,/ncaa_basketball/university_of_puerto_rico_at_mayaguez
University of Tennessee-Martin Skyhawks,University of Tennessee-Martin Skyhawks,University of Tennessee-Martin Skyhawks,ncaab, team://ncaa_basketball/university_of_tennessee_martin_skyhawks,/ncaa_basketball/university_of_tennessee_martin_skyhawks
UNLV Runnin' Rebels,UNLV ,Runnin' Rebels,ncaab, team://ncaa_basketball/unlv_runnin_rebels,/ncaa_basketball/unlv_runnin_rebels
Unversity of New England Nor'Easters,Unversity of New England ,Nor'Easters,ncaab, team://ncaa_basketball/unversity_of_new_england_noreasters,/ncaa_basketball/unversity_of_new_england_noreasters
Upper Iowa Peacocks,Upper Iowa Peacocks,Upper Iowa Peacocks,ncaab, team://ncaa_basketball/upper_iowa_peacocks,/ncaa_basketball/upper_iowa_peacocks
Urbana Blue Knights,Urbana Blue Knights,Urbana Blue Knights,ncaab, team://ncaa_basketball/urbana_blue_knights,/ncaa_basketball/urbana_blue_knights
Ursinus Bears,Ursinus,Bears,ncaab, team://ncaa_basketball/ursinus_bears,/ncaa_basketball/ursinus_bears
US Coast Guard Bears,US Coast Guard Bears,US Coast Guard Bears,ncaab, team://ncaa_basketball/us_coast_guard_bears,/ncaa_basketball/us_coast_guard_bears
USC Trojans,USC,Trojans,ncaab, team://ncaa_basketball/usc_trojans,/ncaa_basketball/usc_trojans
USC Upstate Spartans,USC Upstate Spartans,USC Upstate Spartans,ncaab, team://ncaa_basketball/usc_upstate_spartans,/ncaa_basketball/usc_upstate_spartans
US International,US International,US International,ncaab, team://ncaa_basketball/us_international,/ncaa_basketball/us_international
Utah St Aggies,Utah St ,Aggies,ncaab, team://ncaa_basketball/utah_st_aggies,/ncaa_basketball/utah_st_aggies
Utah Utes,Utah,Utes,ncaab, team://ncaa_basketball/utah_utes,/ncaa_basketball/utah_utes
Utah Valley St Wolverines,Utah Valley St ,Wolverines,ncaab, team://ncaa_basketball/utah_valley_st_wolverines,/ncaa_basketball/utah_valley_st_wolverines
UTEP Miners,UTEP,Miners,ncaab, team://ncaa_basketball/utep_miners,/ncaa_basketball/utep_miners
UT San Antonio Roadrunners,UT San Antonio ,Roadrunners,ncaab, team://ncaa_basketball/ut_san_antonio_roadrunners,/ncaa_basketball/ut_san_antonio_roadrunners
Valdosta St Blazers,Valdosta St ,Blazers,ncaab, team://ncaa_basketball/valdosta_st_blazers,/ncaa_basketball/valdosta_st_blazers
Valley City Vikings,Valley City Vikings,Valley City Vikings,ncaab, team://ncaa_basketball/valley_city_vikings,/ncaa_basketball/valley_city_vikings
Valparaiso Crusaders,Valparaiso,Crusaders,ncaab, team://ncaa_basketball/valparaiso_crusaders,/ncaa_basketball/valparaiso_crusaders
Vanderbilt Commodores,Vanderbilt,Commodores,ncaab, team://ncaa_basketball/vanderbilt_commodores,/ncaa_basketball/vanderbilt_commodores
Vanguard University Lions,Vanguard University Lions,Vanguard University Lions,ncaab, team://ncaa_basketball/vanguard_university_lions,/ncaa_basketball/vanguard_university_lions
Vassar Brewers,Vassar,Brewers,ncaab, team://ncaa_basketball/vassar_brewers,/ncaa_basketball/vassar_brewers
Vermont Catamounts,Vermont,Catamounts,ncaab, team://ncaa_basketball/vermont_catamounts,/ncaa_basketball/vermont_catamounts
Villa Julie Mustangs,Villa Julie Mustangs,Villa Julie Mustangs,ncaab, team://ncaa_basketball/villa_julie_mustangs,/ncaa_basketball/villa_julie_mustangs
Villanova Wildcats,Villanova,Wildcats,ncaab, team://ncaa_basketball/villanova_wildcats,/ncaa_basketball/villanova_wildcats
Virginia Cavaliers,Virginia,Cavaliers,ncaab, team://ncaa_basketball/virginia_cavaliers,/ncaa_basketball/virginia_cavaliers
Virginia Commenwealth Rams,Virginia Commenwealth ,Rams,ncaab, team://ncaa_basketball/virginia_commenwealth_rams,/ncaa_basketball/virginia_commenwealth_rams
Virginia Intermont College Cobras,Virginia Intermont College Cobras,Virginia Intermont College Cobras,ncaab, team://ncaa_basketball/virginia_intermont_college_cobras,/ncaa_basketball/virginia_intermont_college_cobras
Virginia Military Institute Keydets,Virginia Military Institute Keydets,Virginia Military Institute Keydets,ncaab, team://ncaa_basketball/virginia_military_institute_keydets,/ncaa_basketball/virginia_military_institute_keydets
Virginia St Trojans,Virginia St ,Trojans,ncaab, team://ncaa_basketball/virginia_st_trojans,/ncaa_basketball/virginia_st_trojans
Virginias-Wise Highland Cavaliers,Virginias-Wise Highland Cavaliers,Virginias-Wise Highland Cavaliers,ncaab, team://ncaa_basketball/virginias_wise_highland_cavaliers,/ncaa_basketball/virginias_wise_highland_cavaliers
Virginia Tech Hokies,Virginia Tech ,Hokies,ncaab, team://ncaa_basketball/virginia_tech_hokies,/ncaa_basketball/virginia_tech_hokies
Virginia Union Panthers,Virginia Union Panthers,Virginia Union Panthers,ncaab, team://ncaa_basketball/virginia_union_panthers,/ncaa_basketball/virginia_union_panthers
Virginia Wesleyan Marlins,Virginia Wesleyan Marlins,Virginia Wesleyan Marlins,ncaab, team://ncaa_basketball/virginia_wesleyan_marlins,/ncaa_basketball/virginia_wesleyan_marlins
Viterbo V-Hawks,Viterbo V-Hawks,Viterbo V-Hawks,ncaab, team://ncaa_basketball/viterbo_v_hawks,/ncaa_basketball/viterbo_v_hawks
Voorhees Tigers,Voorhees,Tigers,ncaab, team://ncaa_basketball/voorhees_tigers,/ncaa_basketball/voorhees_tigers
Wabash Little Giants,Wabash Little Giants,Wabash Little Giants,ncaab, team://ncaa_basketball/wabash_little_giants,/ncaa_basketball/wabash_little_giants
Wagner Seahawks,Wagner,Seahawks,ncaab, team://ncaa_basketball/wagner_seahawks,/ncaa_basketball/wagner_seahawks
Wake Forest Demon Deacons,Wake Forest ,Demon Deacons,ncaab, team://ncaa_basketball/wake_forest_demon_deacons,/ncaa_basketball/wake_forest_demon_deacons
Waldorf Waldorf College,Waldorf Waldorf College,Waldorf Waldorf College,ncaab, team://ncaa_basketball/waldorf_waldorf_college,/ncaa_basketball/waldorf_waldorf_college
Walsh Cavaliers,Walsh,Cavaliers,ncaab, team://ncaa_basketball/walsh_cavaliers,/ncaa_basketball/walsh_cavaliers
Walsh Walsh University,Walsh Walsh University,Walsh Walsh University,ncaab, team://ncaa_basketball/walsh_walsh_university,/ncaa_basketball/walsh_walsh_university
Warner Pacific Warner Pacific College,Warner Pacific Warner Pacific College,Warner Pacific Warner Pacific College,ncaab, team://ncaa_basketball/warner_pacific_warner_pacific_college,/ncaa_basketball/warner_pacific_warner_pacific_college
